"","IGOI.Open","IGOI.High","IGOI.Low","IGOI.Close","IGOI.Volume","IGOI.Adjusted"
"1",5,5,4,4,800,4
"2",3.9,3.9,3.9,3.9,200,3.9
"3",3.9,3.9,3.9,3.9,0,3.9
"4",3.9,3.9,3.9,3.9,0,3.9
"5",3.9,3.9,3.9,3.9,0,3.9
"6",3.13,3.15,3.13,3.15,900,3.15
"7",3.22,3.43,3.22,3.4,8200,3.4
"8",3.43,3.43,3.2,3.2,3300,3.2
"9",3.22,3.22,3.21,3.21,900,3.21
"10",3.25,3.25,3.2,3.2,300,3.2
"11",3.2,3.2,3.2,3.2,0,3.2
"12",3.2,3.2,3.2,3.2,0,3.2
"13",3.44,3.44,3.25,3.25,200,3.25
"14",3.2,3.2,3.2,3.2,900,3.2
"15",3.2,3.2,3.2,3.2,1000,3.2
"16",NA,NA,NA,NA,NA,NA
"17",3.2,3.2,3.2,3.2,700,3.2
"18",3.2,3.2,3.2,3.2,0,3.2
"19",3.2,3.2,3.1,3.15,5700,3.15
"20",3.15,3.15,3.15,3.15,0,3.15
"21",3.18,3.18,3.18,3.18,900,3.18
"22",3.15,3.15,3.12,3.12,2000,3.12
"23",3.12,3.12,3.12,3.12,0,3.12
"24",3.4,3.4,3.2,3.2,1100,3.2
"25",3.2,3.2,3.2,3.2,0,3.2
"26",3.2,3.2,3.2,3.2,0,3.2
"27",3.2,3.2,3.2,3.2,0,3.2
"28",3.2,3.37,3.2,3.37,1900,3.37
"29",3.37,3.37,3.13,3.15,2100,3.15
"30",3.39,3.44,3.39,3.44,1000,3.44
"31",3.44,3.44,3.44,3.44,0,3.44
"32",3.44,3.44,3.44,3.44,0,3.44
"33",3.38,3.38,3.38,3.38,200,3.38
"34",3.38,3.38,3.38,3.38,0,3.38
"35",3.3,3.38,3.25,3.38,800,3.38
"36",3.38,3.38,3.38,3.38,0,3.38
"37",3.38,3.38,3.38,3.38,0,3.38
"38",3.25,3.4,3.25,3.4,8100,3.4
"39",3.15,3.49,3.15,3.49,2100,3.49
"40",3.2,3.3,3.12,3.3,8500,3.3
"41",3.2,3.2,3.2,3.2,100,3.2
"42",3.15,3.2,3.15,3.2,600,3.2
"43",3.2,3.2,3.2,3.2,500,3.2
"44",3.2,3.2,3.2,3.2,0,3.2
"45",3.2,3.2,3.16,3.16,500,3.16
"46",3.2,3.2,3.2,3.2,1000,3.2
"47",3.2,3.2,3.2,3.2,0,3.2
"48",3.2,3.2,3.2,3.2,0,3.2
"49",3.2,3.2,3.2,3.2,0,3.2
"50",3.2,3.2,3.15,3.15,1500,3.15
"51",3.14,3.15,3.14,3.15,2000,3.15
"52",3.2,3.2,3.2,3.2,7500,3.2
"53",3.2,3.2,3.2,3.2,0,3.2
"54",3.15,3.15,3.1,3.1,11900,3.1
"55",3.2,3.2,3.2,3.2,200,3.2
"56",3.08,3.08,3.05,3.05,2100,3.05
"57",3.05,3.05,3.05,3.05,0,3.05
"58",3.05,3.05,3.05,3.05,0,3.05
"59",3.1,3.1,3.1,3.1,700,3.1
"60",3.1,3.1,3.1,3.1,2000,3.1
"61",3.1,3.1,3.1,3.1,0,3.1
"62",3.1,3.1,3.05,3.05,1300,3.05
"63",3.05,3.05,3.05,3.05,800,3.05
"64",3.05,3.05,3.03,3.03,6400,3.03
"65",3,3,3,3,200,3
"66",3,3,3,3,0,3
"67",3.15,3.15,3.15,3.15,300,3.15
"68",3,3,3,3,1000,3
"69",3.3,3.3,3.3,3.3,1000,3.3
"70",3.25,3.4,3.25,3.4,1000,3.4
"71",3.4,3.4,3.39,3.39,600,3.39
"72",2.92,3.39,2.92,3.2,5500,3.2
"73",3.34,3.34,3.34,3.34,500,3.34
"74",3.34,3.34,3.34,3.34,0,3.34
"75",3.15,3.22,3.15,3.22,1100,3.22
"76",3.22,3.22,3.22,3.22,0,3.22
"77",3.25,3.25,3.15,3.15,400,3.15
"78",3.15,3.2,3.15,3.2,1000,3.2
"79",3.2,3.2,3.2,3.2,300,3.2
"80",3,3.1,3,3.1,2200,3.1
"81",3.1,3.1,3.1,3.1,0,3.1
"82",3.1,3.1,3.1,3.1,0,3.1
"83",3.1,3.1,3.1,3.1,0,3.1
"84",3.1,3.1,3.1,3.1,0,3.1
"85",3,3,3,3,300,3
"86",3,3,3,3,0,3
"87",3,3,3,3,0,3
"88",3,3,3,3,0,3
"89",3,3,3,3,0,3
"90",2.91,3,2.91,3,1500,3
"91",3,3,3,3,0,3
"92",2.92,2.96,2.92,2.96,4000,2.96
"93",2.96,2.96,2.96,2.96,0,2.96
"94",2.96,2.96,2.96,2.96,0,2.96
"95",2.96,2.96,2.96,2.96,0,2.96
"96",3.09,3.09,2.91,2.93,2400,2.93
"97",2.98,2.98,2.91,2.91,1400,2.91
"98",2.91,2.91,2.91,2.91,1000,2.91
"99",2.91,2.91,2.91,2.91,0,2.91
"100",2.85,2.85,2.85,2.85,500,2.85
"101",2.85,2.85,2.85,2.85,0,2.85
"102",2.61,2.85,2.61,2.85,300,2.85
"103",2.85,2.85,2.61,2.85,4900,2.85
"104",2.84,2.84,2.84,2.84,100,2.84
"105",2.61,2.61,2.51,2.51,11800,2.51
"106",2.51,2.51,2.5,2.51,10000,2.51
"107",2.51,2.51,2.51,2.51,0,2.51
"108",2.6,2.6,2.6,2.6,40000,2.6
"109",2.58,2.58,2.58,2.58,500,2.58
"110",2.41,2.41,2.41,2.41,200,2.41
"111",2.35,2.35,2.22,2.22,3900,2.22
"112",2.55,2.55,2.22,2.5,5600,2.5
"113",2.5,2.5,2.5,2.5,100,2.5
"114",2.51,2.6,2.51,2.59,6500,2.59
"115",2.55,2.6,2.55,2.6,19300,2.6
"116",2.95,2.95,2.6,2.6,1600,2.6
"117",2.6,2.83,2.6,2.83,500,2.83
"118",2.83,2.83,2.83,2.83,0,2.83
"119",2.83,2.83,2.83,2.83,0,2.83
"120",2.83,2.83,2.83,2.83,0,2.83
"121",2.83,2.83,2.83,2.83,0,2.83
"122",2.7,2.7,2.55,2.55,1500,2.55
"123",2.55,2.55,2.55,2.55,0,2.55
"124",2.56,2.56,2.56,2.56,300,2.56
"125",2.56,2.56,2.56,2.56,0,2.56
"126",2.56,2.56,2.56,2.56,0,2.56
"127",2.6,2.6,2.6,2.6,300,2.6
"128",2.6,2.6,2.6,2.6,0,2.6
"129",2.6,2.6,2.6,2.6,0,2.6
"130",2.6,2.6,2.6,2.6,0,2.6
"131",2.6,2.6,2.6,2.6,0,2.6
"132",2.6,2.6,2.6,2.6,0,2.6
"133",2.6,2.6,2.6,2.6,0,2.6
"134",2.7,2.7,2.7,2.7,1400,2.7
"135",2.7,2.7,2.7,2.7,0,2.7
"136",2.7,2.7,2.7,2.7,0,2.7
"137",2.7,2.7,2.7,2.7,0,2.7
"138",2.7,2.7,2.7,2.7,0,2.7
"139",2.7,2.7,2.7,2.7,0,2.7
"140",2.65,2.69,2.65,2.69,1400,2.69
"141",2.69,2.69,2.69,2.69,0,2.69
"142",2.7,2.88,2.7,2.75,2700,2.75
"143",2.6,2.6,2.6,2.6,100,2.6
"144",2.6,2.6,2.6,2.6,100,2.6
"145",2.6,2.6,2.6,2.6,0,2.6
"146",2.6,2.6,2.6,2.6,0,2.6
"147",2.35,2.69,2.35,2.69,1900,2.69
"148",2.69,2.69,2.69,2.69,0,2.69
"149",2.75,2.75,2.7,2.7,500,2.7
"150",2.7,2.7,2.7,2.7,0,2.7
"151",2.6,2.6,2.6,2.6,700,2.6
"152",2.6,2.6,2.6,2.6,0,2.6
"153",2.6,2.6,2.6,2.6,0,2.6
"154",2.6,2.6,2.6,2.6,1500,2.6
"155",2.6,2.6,2.6,2.6,0,2.6
"156",2.6,2.6,2.6,2.6,0,2.6
"157",2.7,2.7,2.5,2.5,1600,2.5
"158",2.5,2.5,2.5,2.5,0,2.5
"159",2.5,2.5,2.5,2.5,0,2.5
"160",2.5,2.51,2.5,2.51,2200,2.51
"161",2.52,2.53,2.5,2.5,1900,2.5
"162",2.5,2.5,2.5,2.5,0,2.5
"163",2.53,2.65,2.53,2.65,1000,2.65
"164",2.65,2.65,2.65,2.65,0,2.65
"165",2.65,2.65,2.65,2.65,0,2.65
"166",2.65,2.65,2.65,2.65,0,2.65
"167",2.64,2.64,2.526,2.64,700,2.64
"168",2.64,2.64,2.64,2.64,100,2.64
"169",2.64,2.64,2.64,2.64,100,2.64
"170",2.64,2.64,2.64,2.64,100,2.64
"171",2.64,2.64,2.64,2.64,600,2.64
"172",2.64,2.64,2.64,2.64,200,2.64
"173",2.64,2.64,2.64,2.64,0,2.64
"174",2.64,2.64,2.64,2.64,0,2.64
"175",2.64,2.64,2.64,2.64,0,2.64
"176",2.54,2.54,2.54,2.54,300,2.54
"177",2.54,2.54,2.53,2.53,500,2.53
"178",2.53,2.53,2.53,2.53,300,2.53
"179",2.53,2.53,2.53,2.53,0,2.53
"180",2.53,2.53,2.53,2.53,0,2.53
"181",2.53,2.64,2.53,2.64,700,2.64
"182",2.56,2.65,2.56,2.65,5200,2.65
"183",2.65,2.65,2.65,2.65,0,2.65
"184",2.51,2.57,2.5,2.57,5400,2.57
"185",2.57,2.57,2.57,2.57,0,2.57
"186",2.58,2.58,2.58,2.58,200,2.58
"187",2.65,2.65,2.65,2.65,400,2.65
"188",2.65,2.65,2.65,2.65,100,2.65
"189",2.65,2.65,2.65,2.65,900,2.65
"190",2.65,2.65,2.65,2.65,3000,2.65
"191",2.65,2.65,2.65,2.65,0,2.65
"192",2.75,2.75,2.75,2.75,1000,2.75
"193",2.75,2.77,2.75,2.77,8500,2.77
"194",2.77,2.77,2.77,2.77,1000,2.77
"195",2.77,2.77,2.72,2.77,500,2.77
"196",2.73,2.85,2.73,2.83,23500,2.83
"197",2.83,2.83,2.83,2.83,0,2.83
"198",2.8,2.88,2.7,2.7,7200,2.7
"199",2.79,2.8,2.79,2.8,5200,2.8
"200",2.8,2.8,2.8,2.8,0,2.8
"201",2.8,2.8,2.8,2.8,0,2.8
"202",2.8,2.8,2.8,2.8,0,2.8
"203",2.8,2.8,2.8,2.8,5800,2.8
"204",2.8,2.8,2.8,2.8,2800,2.8
"205",2.8,2.8,2.8,2.8,0,2.8
"206",2.84,2.85,2.76,2.76,2700,2.76
"207",2.76,2.76,2.76,2.76,0,2.76
"208",2.76,2.76,2.76,2.76,0,2.76
"209",2.86,2.86,2.86,2.86,800,2.86
"210",2.86,2.86,2.86,2.86,0,2.86
"211",2.86,2.86,2.86,2.86,0,2.86
"212",2.86,2.86,2.86,2.86,0,2.86
"213",2.98,3,2.96,3,5200,3
"214",3,3,3,3,4000,3
"215",3,3,3,3,0,3
"216",3.04,3.04,3.04,3.04,300,3.04
"217",3.04,3.04,3.04,3.04,0,3.04
"218",3.04,3.04,3.04,3.04,0,3.04
"219",3.04,3.04,3.04,3.04,0,3.04
"220",3,3,3,3,1000,3
"221",3,3,2.95,2.95,800,2.95
"222",2.95,2.95,2.95,2.95,0,2.95
"223",2.95,2.95,2.95,2.95,0,2.95
"224",2.95,2.95,2.95,2.95,0,2.95
"225",2.99,3.03,2.99,3.03,3800,3.03
"226",3.01,3.01,2.9,2.96,1800,2.96
"227",2.96,2.96,2.96,2.96,800,2.96
"228",3,3,3,3,8000,3
"229",3,3,3,3,0,3
"230",3,3,2.96,2.96,1800,2.96
"231",2.96,2.96,2.96,2.96,0,2.96
"232",2.96,2.96,2.96,2.96,1100,2.96
"233",2.96,2.96,2.96,2.96,0,2.96
"234",2.96,2.96,2.96,2.96,200,2.96
"235",2.9,2.9,2.9,2.9,300,2.9
"236",2.9,2.9,2.9,2.9,400,2.9
"237",2.9,2.9,2.9,2.9,0,2.9
"238",3.05,3.05,3.05,3.05,100,3.05
"239",2.91,2.91,2.88,2.88,700,2.88
"240",2.88,2.88,2.88,2.88,600,2.88
"241",2.9,2.9,2.9,2.9,1200,2.9
"242",2.9,2.9,2.9,2.9,0,2.9
"243",2.91,2.91,2.91,2.91,600,2.91
"244",2.91,2.91,2.91,2.91,0,2.91
"245",2.91,2.91,2.91,2.91,0,2.91
"246",2.97,2.98,2.95,2.95,4100,2.95
"247",2.95,2.95,2.91,2.91,2700,2.91
"248",2.92,2.92,2.92,2.92,500,2.92
"249",2.97,2.97,2.97,2.97,1300,2.97
"250",2.95,3.1,2.95,3.1,1500,3.1
"251",3.1,3.1,2.92,3,2000,3
"252",3.13,3.25,3.13,3.25,1000,3.25
"253",3.2,3.2,3.2,3.2,1000,3.2
"254",3.2,3.2,3.2,3.2,1000,3.2
"255",3.2,3.2,3,3,4300,3
"256",3.01,3.105,2.92,2.92,2900,2.92
"257",2.94,2.94,2.92,2.92,2600,2.92
"258",3,3,3,3,600,3
"259",3.22,3.22,3.22,3.22,700,3.22
"260",3.2,3.2,3.15,3.15,2500,3.15
"261",3.23,3.23,3.2,3.2,800,3.2
"262",3.15,3.15,3.1,3.15,600,3.15
"263",3.15,3.15,3.15,3.15,200,3.15
"264",3.1,3.1,3.1,3.1,400,3.1
"265",3.1,3.1,3.1,3.1,0,3.1
"266",3.1,3.1,3.1,3.1,0,3.1
"267",3.1,3.1,3.1,3.1,0,3.1
"268",3.1,3.1,3.1,3.1,0,3.1
"269",3.1,3.1,3.1,3.1,1500,3.1
"270",3.1,3.1,3.1,3.1,0,3.1
"271",3.1,3.1,3.1,3.1,0,3.1
"272",3.1,3.1,3.1,3.1,0,3.1
"273",3.23,3.23,3.23,3.23,100,3.23
"274",3.05,3.05,3,3.02,2900,3.02
"275",3.13,3.13,3.13,3.13,100,3.13
"276",3.03,3.1,3.02,3.02,1100,3.02
"277",3.02,3.02,3.02,3.02,200,3.02
"278",3.02,3.23,3.02,3.23,4800,3.23
"279",3.1,3.1,3.1,3.1,500,3.1
"280",3.1,3.1,3.1,3.1,0,3.1
"281",3.23,3.25,3.11,3.11,3600,3.11
"282",3.11,3.11,3.11,3.11,3200,3.11
"283",3.5,3.5,3.15,3.15,3100,3.15
"284",3.3,3.3,3.3,3.3,100,3.3
"285",3.3,3.3,3.3,3.3,0,3.3
"286",3.3,3.3,3.2,3.2,600,3.2
"287",3.2,3.35,3.15,3.16,2300,3.16
"288",3.16,3.16,3.16,3.16,0,3.16
"289",3.16,3.16,3.16,3.16,0,3.16
"290",3.16,3.16,3.16,3.16,0,3.16
"291",3.16,3.16,3.16,3.16,0,3.16
"292",3.13,3.13,3.13,3.13,4400,3.13
"293",3.28,3.28,3.28,3.28,200,3.28
"294",3.28,3.28,3.28,3.28,0,3.28
"295",3.28,3.28,3.28,3.28,0,3.28
"296",3.28,3.28,3.28,3.28,0,3.28
"297",3.28,3.28,3.28,3.28,0,3.28
"298",3.2,3.3,3.15,3.3,1200,3.3
"299",3.2,3.2,3.2,3.2,3400,3.2
"300",3.2,3.2,3.19,3.19,2500,3.19
"301",3.19,3.19,3.19,3.19,0,3.19
"302",3.19,3.19,3.15,3.15,900,3.15
"303",3.15,3.15,3.15,3.15,0,3.15
"304",3.15,3.15,3.15,3.15,600,3.15
"305",3.15,3.15,3.15,3.15,0,3.15
"306",3.15,3.15,3.15,3.15,0,3.15
"307",3.15,3.15,3.15,3.15,0,3.15
"308",3.15,3.15,3.15,3.15,0,3.15
"309",3.15,3.15,3.15,3.15,6000,3.15
"310",3.2,3.35,3.2,3.2,5500,3.2
"311",3.2,3.2,3.2,3.2,0,3.2
"312",3.33,3.33,3.33,3.33,3200,3.33
"313",3.33,3.33,3.33,3.33,0,3.33
"314",3.33,3.33,3.33,3.33,0,3.33
"315",3.33,3.33,3.33,3.33,0,3.33
"316",3.33,3.35,3.33,3.35,1000,3.35
"317",3.35,3.35,3.35,3.35,0,3.35
"318",3.21,3.21,3.21,3.21,900,3.21
"319",3.15,3.15,3.15,3.15,500,3.15
"320",3.15,3.15,3.15,3.15,0,3.15
"321",3.15,3.15,3.15,3.15,0,3.15
"322",3.15,3.15,3.15,3.15,0,3.15
"323",3.15,3.15,3.15,3.15,0,3.15
"324",3.15,3.15,3.15,3.15,0,3.15
"325",3.15,3.15,3.15,3.15,0,3.15
"326",3.15,3.15,3.15,3.15,0,3.15
"327",3.15,3.15,3.15,3.15,100,3.15
"328",3.15,3.3,3.15,3.15,1000,3.15
"329",3.15,3.15,3.15,3.15,0,3.15
"330",3.15,3.15,3.15,3.15,0,3.15
"331",3.15,3.15,3.15,3.15,0,3.15
"332",3.15,3.15,3.15,3.15,0,3.15
"333",3.15,3.15,3.15,3.15,1600,3.15
"334",3.15,3.15,3.15,3.15,0,3.15
"335",3.15,3.15,3.15,3.15,0,3.15
"336",3.15,3.15,3.15,3.15,0,3.15
"337",3.15,3.15,3.15,3.15,0,3.15
"338",3.15,3.15,3.15,3.15,0,3.15
"339",3.15,3.15,3.15,3.15,0,3.15
"340",3.1,3.1,3.02,3.02,14800,3.02
"341",3.08,3.08,3.08,3.08,300,3.08
"342",3.08,3.08,3.08,3.08,0,3.08
"343",3.08,3.08,3.08,3.08,0,3.08
"344",3.08,3.08,3.08,3.08,0,3.08
"345",3.08,3.08,3.08,3.08,0,3.08
"346",2.95,2.95,2.92,2.92,4700,2.92
"347",2.92,2.92,2.92,2.92,0,2.92
"348",2.92,2.92,2.92,2.92,0,2.92
"349",2.92,2.92,2.92,2.92,0,2.92
"350",3.05,3.1,3.05,3.1,1600,3.1
"351",3.05,3.05,3,3,8400,3
"352",3.05,3.05,3,3.01,6400,3.01
"353",3.01,3.01,3.01,3.01,0,3.01
"354",3.01,3.01,3.01,3.01,0,3.01
"355",3.01,3.01,3.01,3.01,0,3.01
"356",3.01,3.01,3.01,3.01,0,3.01
"357",3.02,3.02,3,3,1700,3
"358",3,3,3,3,100,3
"359",3,3,3,3,0,3
"360",3,3,3,3,400,3
"361",3,3,3,3,900,3
"362",3,3,3,3,0,3
"363",3,3,3,3,0,3
"364",3,3,3,3,0,3
"365",2.93,2.942,2.93,2.93,900,2.93
"366",2.93,2.93,2.93,2.93,0,2.93
"367",2.93,2.93,2.93,2.93,0,2.93
"368",2.93,2.93,2.93,2.93,300,2.93
"369",2.93,2.93,2.82,2.82,8600,2.82
"370",2.85,2.9,2.85,2.9,400,2.9
"371",2.85,2.85,2.85,2.85,3500,2.85
"372",2.85,2.85,2.85,2.85,1200,2.85
"373",2.85,2.85,2.85,2.85,0,2.85
"374",2.85,2.85,2.85,2.85,0,2.85
"375",2.85,2.85,2.85,2.85,0,2.85
"376",2.82,2.82,2.811,2.82,700,2.82
"377",2.82,2.82,2.82,2.82,500,2.82
"378",2.82,2.82,2.82,2.82,0,2.82
"379",2.82,2.82,2.82,2.82,0,2.82
"380",2.82,2.82,2.82,2.82,0,2.82
"381",2.8,2.8,2.8,2.8,1000,2.8
"382",2.8,2.8,2.8,2.8,500,2.8
"383",2.8,2.8,2.8,2.8,0,2.8
"384",2.8,2.8,2.8,2.8,0,2.8
"385",2.8,2.8,2.76,2.76,1500,2.76
"386",2.76,2.76,2.76,2.76,0,2.76
"387",2.76,2.76,2.76,2.76,0,2.76
"388",2.76,2.76,2.76,2.76,0,2.76
"389",2.61,2.61,2.61,2.61,200,2.61
"390",2.61,2.61,2.61,2.61,0,2.61
"391",2.61,2.61,2.61,2.61,0,2.61
"392",2.61,2.61,2.61,2.61,0,2.61
"393",2.61,2.61,2.61,2.61,0,2.61
"394",2.65,2.65,2.61,2.65,14100,2.65
"395",2.65,2.65,2.65,2.65,0,2.65
"396",2.6,2.6,2.6,2.6,400,2.6
"397",2.635,2.635,2.635,2.635,1000,2.635
"398",2.635,2.635,2.635,2.635,0,2.635
"399",2.635,2.635,2.635,2.635,0,2.635
"400",2.635,2.635,2.635,2.635,0,2.635
"401",2.635,2.635,2.635,2.635,0,2.635
"402",2.635,2.635,2.635,2.635,0,2.635
"403",2.635,2.635,2.635,2.635,0,2.635
"404",2.635,2.635,2.635,2.635,0,2.635
"405",2.635,2.635,2.635,2.635,0,2.635
"406",2.635,2.635,2.635,2.635,0,2.635
"407",2.635,2.635,2.635,2.635,0,2.635
"408",2.635,2.635,2.635,2.635,0,2.635
"409",2.635,2.635,2.635,2.635,0,2.635
"410",2.75,3.08,2.75,3.08,1100,3.08
"411",2.55,2.76,2.55,2.76,1800,2.76
"412",2.77,2.77,2.75,2.75,5700,2.75
"413",2.67,2.67,2.67,2.67,200,2.67
"414",2.67,2.67,2.67,2.67,0,2.67
"415",2.67,2.67,2.67,2.67,0,2.67
"416",2.67,2.67,2.67,2.67,0,2.67
"417",2.67,2.67,2.67,2.67,0,2.67
"418",3,3,3,3,600,3
"419",3,3,3,3,0,3
"420",3,3,3,3,0,3
"421",2.67,2.67,2.67,2.67,300,2.67
"422",2.67,2.67,2.67,2.67,0,2.67
"423",3.1,3.1,3.1,3.1,100,3.1
"424",3.2,3.2,3.2,3.2,100,3.2
"425",2.8,2.8,2.8,2.8,76200,2.8
"426",2.8,2.8,2.8,2.8,0,2.8
"427",2.8,2.8,2.8,2.8,0,2.8
"428",2.8,2.8,2.8,2.8,0,2.8
"429",2.8,2.8,2.8,2.8,0,2.8
"430",2.8,2.8,2.8,2.8,0,2.8
"431",2.8,2.8,2.8,2.8,0,2.8
"432",2.8,2.8,2.8,2.8,0,2.8
"433",2.8,2.8,2.8,2.8,0,2.8
"434",2.8,2.8,2.8,2.8,0,2.8
"435",2.8,2.8,2.8,2.8,0,2.8
"436",2.7,2.7,2.7,2.7,3500,2.7
"437",2.7,2.7,2.7,2.7,0,2.7
"438",2.7,2.7,2.7,2.7,0,2.7
"439",2.7,2.7,2.7,2.7,0,2.7
"440",2.7,2.7,2.7,2.7,0,2.7
"441",2.85,2.85,2.75,2.75,800,2.75
"442",2.75,2.75,2.75,2.75,0,2.75
"443",2.75,3.05,2.75,3.05,2300,3.05
"444",2.8,2.8,2.73,2.75,2100,2.75
"445",2.75,2.75,2.75,2.75,0,2.75
"446",2.75,2.75,2.75,2.75,800,2.75
"447",2.75,2.75,2.75,2.75,0,2.75
"448",2.75,2.75,2.75,2.75,400,2.75
"449",2.75,2.75,2.75,2.75,0,2.75
"450",2.75,2.75,2.75,2.75,0,2.75
"451",3,3,3,3,100,3
"452",3,3,3,3,0,3
"453",3,3,3,3,0,3
"454",3,3,3,3,0,3
"455",3,3,3,3,0,3
"456",3,3,3,3,0,3
"457",2.8,2.8,2.8,2.8,1000,2.8
"458",2.8,2.8,2.8,2.8,0,2.8
"459",2.8,2.8,2.8,2.8,0,2.8
"460",2.8,2.8,2.8,2.8,0,2.8
"461",2.8,2.8,2.8,2.8,0,2.8
"462",2.878,2.878,2.878,2.878,200,2.878
"463",2.878,2.878,2.878,2.878,0,2.878
"464",2.878,2.878,2.878,2.878,0,2.878
"465",2.878,2.878,2.878,2.878,0,2.878
"466",2.86,2.86,2.86,2.86,200,2.86
"467",2.86,2.86,2.86,2.86,0,2.86
"468",2.86,2.86,2.86,2.86,0,2.86
"469",2.86,2.86,2.86,2.86,0,2.86
"470",2.86,2.86,2.86,2.86,0,2.86
"471",2.86,2.86,2.86,2.86,0,2.86
"472",2.86,2.86,2.86,2.86,0,2.86
"473",2.86,2.86,2.86,2.86,0,2.86
"474",2.86,2.86,2.86,2.86,0,2.86
"475",2.824,2.824,2.824,2.824,400,2.824
"476",2.81,2.81,2.81,2.81,1200,2.81
"477",2.75,2.75,2.74,2.74,5000,2.74
"478",2.74,2.74,2.74,2.74,5000,2.74
"479",2.74,2.74,2.74,2.74,0,2.74
"480",2.71,2.71,2.71,2.71,2500,2.71
"481",2.7,2.7,2.65,2.65,7500,2.65
"482",2.65,2.65,2.65,2.65,0,2.65
"483",2.6,2.6,2.6,2.6,1300,2.6
"484",2.6,2.6,2.6,2.6,0,2.6
"485",2.6,2.6,2.6,2.6,0,2.6
"486",2.6,2.6,2.6,2.6,3700,2.6
"487",2.6,2.6,2.6,2.6,0,2.6
"488",2.6,2.6,2.6,2.6,0,2.6
"489",2.6,2.6,2.6,2.6,0,2.6
"490",2.6,2.6,2.6,2.6,100,2.6
"491",2.6,2.6,2.6,2.6,0,2.6
"492",2.6,2.6,2.6,2.6,0,2.6
"493",2.96,2.96,2.96,2.96,200,2.96
"494",2.55,2.55,2.54,2.55,15200,2.55
"495",2.56,2.56,2.56,2.56,300,2.56
"496",2.56,2.56,2.56,2.56,0,2.56
"497",2.594,2.594,2.354,2.354,1300,2.354
"498",2.354,2.354,2.354,2.354,0,2.354
"499",2.354,2.354,2.354,2.354,0,2.354
"500",2.35,2.35,2.31,2.31,69100,2.31
"501",2.32,2.33,2.31,2.33,97800,2.33
"502",2.34,2.34,2.32,2.33,46500,2.33
"503",2.33,2.35,2.33,2.35,60700,2.35
"504",2.35,2.35,2.35,2.35,0,2.35
"505",2.35,2.35,2.35,2.35,0,2.35
"506",2.48,2.48,2.48,2.48,400,2.48
"507",2.48,2.48,2.48,2.48,500,2.48
"508",2.48,2.48,2.48,2.48,0,2.48
"509",2.71,2.71,2.71,2.71,1000,2.71
"510",2.71,2.71,2.71,2.71,0,2.71
"511",2.71,2.71,2.71,2.71,0,2.71
"512",2.71,2.71,2.71,2.71,0,2.71
"513",2.71,2.71,2.71,2.71,0,2.71
"514",2.71,2.71,2.71,2.71,0,2.71
"515",2.71,2.71,2.71,2.71,0,2.71
"516",2.71,2.71,2.71,2.71,0,2.71
"517",2.7,2.71,2.7,2.7,5500,2.7
"518",2.685,2.7,2.685,2.7,2500,2.7
"519",2.74,2.74,2.55,2.55,900,2.55
"520",2.55,2.55,2.55,2.55,0,2.55
"521",2.6,2.6,2.6,2.6,1300,2.6
"522",2.62,2.62,2.62,2.62,2300,2.62
"523",2.62,2.62,2.62,2.62,0,2.62
"524",2.62,2.62,2.62,2.62,0,2.62
"525",2.62,2.62,2.62,2.62,0,2.62
"526",2.62,2.62,2.62,2.62,0,2.62
"527",2.66,2.668,2.66,2.668,500,2.668
"528",2.668,2.668,2.668,2.668,0,2.668
"529",2.668,2.668,2.668,2.668,0,2.668
